"kicker","kick_distance","roof","result","field"
"G.Gano",48,"outdoors","made","stadium"
"G.Gano",41,"outdoors","made","stadium"
"G.Gano",40,"outdoors","made","stadium"
"G.Gano",54,"outdoors","made","stadium"
"G.Gano",49,"outdoors","made","stadium"
"G.Gano",31,"outdoors","made","stadium"
"G.Gano",43,"closed","made","dome"
"G.Gano",25,"outdoors","made","stadium"
"G.Gano",29,"dome","made","dome"
"G.Gano",52,"outdoors","missed","stadium"
"G.Gano",42,"outdoors","made","stadium"
"G.Gano",27,"outdoors","made","stadium"
"G.Gano",63,"outdoors","missed","stadium"
"G.Gano",31,"outdoors","made","stadium"
"G.Gano",26,"outdoors","made","stadium"
"G.Gano",23,"outdoors","made","stadium"
"G.Gano",53,"outdoors","missed","stadium"
"G.Gano",43,"closed","missed","dome"
"G.Gano",40,"outdoors","made","stadium"
"G.Zuerlein",32,"outdoors","made","stadium"
"G.Zuerlein",47,"outdoors","made","stadium"
"G.Zuerlein",60,"closed","missed","dome"
"G.Zuerlein",24,"dome","made","dome"
"G.Zuerlein",23,"outdoors","made","stadium"
"G.Zuerlein",57,"dome","missed","dome"
"G.Zuerlein",33,"closed","made","dome"
"G.Zuerlein",60,"outdoors","missed","stadium"
"G.Zuerlein",31,"closed","made","dome"
"G.Zuerlein",38,"outdoors","made","stadium"
"G.Zuerlein",32,"outdoors","made","stadium"
"G.Zuerlein",35,"closed","made","dome"
"G.Zuerlein",30,"closed","made","dome"
"G.Zuerlein",34,"outdoors","made","stadium"
"G.Zuerlein",37,"outdoors","made","stadium"
"G.Zuerlein",31,"outdoors","made","stadium"
"G.Zuerlein",25,"outdoors","made","stadium"
"G.Zuerlein",59,"outdoors","made","stadium"
"G.Zuerlein",33,"outdoors","made","stadium"
"G.Zuerlein",47,"dome","made","dome"
"G.Zuerlein",28,"closed","made","dome"
"G.Zuerlein",58,"dome","missed","dome"
"G.Zuerlein",38,"outdoors","missed","stadium"
"G.Zuerlein",46,"dome","made","dome"
"G.Zuerlein",38,"outdoors","made","stadium"
"G.Zuerlein",27,"outdoors","made","stadium"
"G.Zuerlein",50,"outdoors","made","stadium"
"G.Zuerlein",51,"dome","made","dome"
"G.Zuerlein",48,"outdoors","missed","stadium"
"G.Zuerlein",42,"dome","made","dome"
"G.Zuerlein",52,"outdoors","missed","stadium"
"G.Zuerlein",27,"outdoors","made","stadium"
"G.Zuerlein",35,"outdoors","made","stadium"
"G.Zuerlein",56,"outdoors","made","stadium"
"G.Zuerlein",44,"outdoors","made","stadium"
"G.Zuerlein",42,"outdoors","made","stadium"
"G.Zuerlein",47,"outdoors","made","stadium"
"G.Zuerlein",19,"closed","made","dome"
"G.Zuerlein",25,"dome","made","dome"
"G.Zuerlein",37,"outdoors","made","stadium"
"G.Zuerlein",50,"outdoors","missed","stadium"
"G.Zuerlein",28,"outdoors","made","stadium"
"G.Zuerlein",34,"outdoors","made","stadium"
"G.Zuerlein",29,"closed","made","dome"
"G.Zuerlein",46,"outdoors","missed","stadium"
"G.Zuerlein",45,"outdoors","made","stadium"
"G.Zuerlein",55,"dome","made","dome"
"G.Zuerlein",33,"outdoors","made","stadium"
"G.Zuerlein",54,"outdoors","made","stadium"
"G.Zuerlein",31,"outdoors","made","stadium"
"G.Zuerlein",33,"dome","made","dome"
"G.Zuerlein",37,"outdoors","missed","stadium"
"G.Zuerlein",31,"dome","made","dome"
"G.Zuerlein",35,"outdoors","made","stadium"
"G.Zuerlein",48,"dome","made","dome"
"G.Zuerlein",51,"dome","missed","dome"
"G.Zuerlein",35,"outdoors","made","stadium"
"G.Zuerlein",37,"dome","made","dome"
"G.Zuerlein",33,"outdoors","made","stadium"
"G.Zuerlein",20,"closed","made","dome"
"G.Zuerlein",36,"outdoors","made","stadium"
"G.Zuerlein",32,"closed","made","dome"
"G.Zuerlein",55,"outdoors","made","stadium"
"G.Zuerlein",45,"outdoors","made","stadium"
"H.Butker",23,"outdoors","made","stadium"
"H.Butker",41,"outdoors","made","stadium"
"H.Butker",53,"outdoors","made","stadium"
"H.Butker",46,"outdoors","made","stadium"
"H.Butker",42,"outdoors","missed","stadium"
"H.Butker",45,"outdoors","made","stadium"
"H.Butker",33,"outdoors","made","stadium"
"H.Butker",46,"outdoors","made","stadium"
"H.Butker",42,"outdoors","made","stadium"
"H.Butker",32,"outdoors","made","stadium"
"H.Butker",52,"outdoors","missed","stadium"
"H.Butker",40,"outdoors","made","stadium"
"H.Butker",55,"outdoors","made","stadium"
"H.Butker",25,"outdoors","made","stadium"
"H.Butker",50,"outdoors","made","stadium"
"H.Butker",43,"outdoors","missed","stadium"
"H.Butker",26,"outdoors","made","stadium"
"H.Butker",45,"outdoors","made","stadium"
"H.Butker",32,"outdoors","made","stadium"
"H.Butker",48,"outdoors","missed","stadium"
"H.Butker",34,"outdoors","made","stadium"
"H.Butker",19,"outdoors","made","stadium"
"H.Butker",37,"outdoors","made","stadium"
"H.Butker",38,"outdoors","made","stadium"
"H.Butker",23,"dome","made","dome"
"H.Butker",33,"outdoors","made","stadium"
"H.Butker",50,"outdoors","missed","stadium"
"H.Butker",42,"outdoors","made","stadium"
"H.Butker",24,"outdoors","made","stadium"
"H.Butker",21,"outdoors","made","stadium"
"H.Butker",30,"outdoors","made","stadium"
"H.Butker",39,"outdoors","made","stadium"
"J.Brown",44,"outdoors","made","stadium"
"J.Brown",20,"closed","made","dome"
"J.Brown",48,"outdoors","made","stadium"
"J.Brown",25,"outdoors","made","stadium"
"J.Brown",29,"dome","made","dome"
"J.Brown",38,"outdoors","made","stadium"
"J.Brown",35,"outdoors","made","stadium"
"J.Brown",50,"outdoors","made","stadium"
"J.Brown",24,"outdoors","made","stadium"
"J.Brown",44,"outdoors","made","stadium"
"J.Brown",47,"outdoors","made","stadium"
"J.Brown",41,"outdoors","made","stadium"
"J.Brown",36,"outdoors","made","stadium"
"J.Brown",29,"dome","missed","dome"
"J.Brown",43,"outdoors","made","stadium"
"J.Brown",53,"outdoors","made","stadium"
"J.Brown",56,"outdoors","missed","stadium"
"J.Brown",48,"outdoors","missed","stadium"
"J.Brown",38,"outdoors","missed","stadium"
"J.Brown",22,"outdoors","made","stadium"
"J.Brown",35,"outdoors","made","stadium"
"J.Brown",20,"outdoors","made","stadium"
"J.Elliott",31,"outdoors","made","stadium"
"J.Elliott",58,"outdoors","made","stadium"
"J.Elliott",25,"outdoors","made","stadium"
"J.Elliott",56,"outdoors","made","stadium"
"J.Elliott",30,"outdoors","missed","stadium"
"J.Elliott",54,"outdoors","missed","stadium"
"J.Elliott",28,"outdoors","made","stadium"
"J.Elliott",46,"outdoors","made","stadium"
"J.Elliott",22,"outdoors","made","stadium"
"J.Elliott",42,"outdoors","made","stadium"
"J.Elliott",42,"outdoors","made","stadium"
"J.Elliott",40,"outdoors","made","stadium"
"J.Elliott",55,"outdoors","missed","stadium"
"J.Elliott",40,"outdoors","made","stadium"
"J.Elliott",51,"outdoors","made","stadium"
"J.Elliott",26,"closed","made","dome"
"J.Elliott",48,"outdoors","made","stadium"
"J.Elliott",30,"outdoors","made","stadium"
"J.Elliott",43,"outdoors","made","stadium"
"J.Elliott",45,"outdoors","made","stadium"
"J.Elliott",43,"outdoors","made","stadium"
"J.Elliott",61,"outdoors","made","stadium"
"J.Elliott",38,"closed","made","dome"
"J.Elliott",37,"outdoors","made","stadium"
"J.Elliott",42,"outdoors","made","stadium"
"J.Elliott",47,"outdoors","made","stadium"
"J.Elliott",27,"outdoors","made","stadium"
"J.Elliott",33,"outdoors","made","stadium"
"J.Feely",49,"closed","made","dome"
"J.Feely",38,"outdoors","made","stadium"
"J.Feely",43,"outdoors","missed","stadium"
"J.Feely",49,"closed","made","dome"
"J.Feely",37,"closed","made","dome"
"J.Feely",38,"dome","made","dome"
"J.Feely",31,"outdoors","made","stadium"
"J.Feely",21,"closed","made","dome"
"J.Feely",43,"outdoors","missed","stadium"
"J.Feely",24,"outdoors","made","stadium"
"J.Feely",45,"closed","made","dome"
"J.Feely",20,"outdoors","made","stadium"
"J.Feely",48,"dome","made","dome"
"J.Feely",49,"closed","made","dome"
"J.Feely",27,"closed","made","dome"
"J.Feely",27,"closed","made","dome"
"J.Feely",35,"outdoors","made","stadium"
"J.Feely",47,"closed","made","dome"
"J.Feely",23,"outdoors","made","stadium"
"J.Feely",48,"outdoors","made","stadium"
"J.Feely",26,"outdoors","made","stadium"
"J.Feely",49,"closed","made","dome"
"J.Feely",31,"closed","made","dome"
"J.Lambo",30,"outdoors","made","stadium"
"J.Lambo",48,"outdoors","missed","stadium"
"J.Lambo",52,"outdoors","missed","stadium"
"J.Lambo",41,"outdoors","made","stadium"
"J.Lambo",46,"closed","missed","dome"
"J.Lambo",33,"outdoors","made","stadium"
"J.Lambo",26,"outdoors","made","stadium"
"J.Lambo",39,"outdoors","made","stadium"
"J.Lambo",35,"outdoors","made","stadium"
"J.Lambo",42,"outdoors","made","stadium"
"J.Lambo",37,"outdoors","made","stadium"
"J.Lambo",26,"outdoors","made","stadium"
"J.Lambo",31,"outdoors","made","stadium"
"J.Lambo",28,"outdoors","made","stadium"
"J.Lambo",24,"outdoors","made","stadium"
"J.Lambo",27,"closed","made","dome"
"J.Lambo",51,"outdoors","made","stadium"
"J.Lambo",50,"outdoors","made","stadium"
"J.Lambo",50,"outdoors","made","stadium"
"J.Lambo",53,"outdoors","made","stadium"
"J.Lambo",28,"closed","made","dome"
"J.Lambo",24,"outdoors","made","stadium"
"J.Lambo",43,"outdoors","made","stadium"
"J.Lambo",48,"outdoors","missed","stadium"
"J.Lambo",32,"outdoors","made","stadium"
"J.Lambo",42,"closed","made","dome"
"J.Lambo",25,"outdoors","made","stadium"
"J.Lambo",23,"outdoors","made","stadium"
"J.Lambo",33,"closed","made","dome"
"J.Myers",39,"outdoors","made","stadium"
"J.Myers",41,"closed","made","dome"
"J.Myers",44,"outdoors","missed","stadium"
"J.Myers",29,"outdoors","made","stadium"
"J.Myers",21,"outdoors","made","stadium"
"J.Myers",33,"outdoors","made","stadium"
"J.Myers",48,"open","missed","stadium"
"J.Myers",41,"outdoors","made","stadium"
"J.Myers",27,"dome","made","dome"
"J.Myers",52,"dome","made","dome"
"J.Myers",54,"outdoors","made","stadium"
"J.Myers",45,"outdoors","made","stadium"
"J.Myers",53,"dome","made","dome"
"J.Myers",61,"dome","made","dome"
"J.Myers",39,"outdoors","made","stadium"
"J.Myers",34,"closed","made","dome"
"J.Myers",42,"outdoors","made","stadium"
"J.Myers",56,"outdoors","missed","stadium"
"J.Myers",44,"outdoors","missed","stadium"
"J.Myers",29,"outdoors","made","stadium"
"J.Myers",39,"outdoors","made","stadium"
"J.Myers",61,"outdoors","missed","stadium"
"J.Myers",39,"outdoors","made","stadium"
"J.Myers",33,"outdoors","made","stadium"
"J.Myers",25,"open","made","stadium"
"J.Myers",22,"outdoors","made","stadium"
"J.Myers",42,"open","made","stadium"
"J.Myers",23,"outdoors","made","stadium"
"J.Myers",32,"open","made","stadium"
"J.Myers",31,"outdoors","made","stadium"
"J.Myers",55,"outdoors","made","stadium"
"J.Myers",43,"closed","made","dome"
"J.Myers",37,"outdoors","made","stadium"
"J.Myers",38,"open","made","stadium"
"J.Myers",40,"outdoors","made","stadium"
"J.Myers",54,"outdoors","made","stadium"
"J.Myers",42,"outdoors","made","stadium"
"J.Myers",32,"outdoors","made","stadium"
"J.Sanders",38,"outdoors","made","stadium"
"J.Sanders",47,"outdoors","missed","stadium"
"J.Sanders",56,"closed","made","dome"
"J.Sanders",24,"outdoors","made","stadium"
"J.Sanders",48,"outdoors","made","stadium"
"J.Sanders",46,"outdoors","missed","stadium"
"J.Sanders",29,"outdoors","made","stadium"
"J.Sanders",37,"outdoors","made","stadium"
"J.Sanders",41,"outdoors","made","stadium"
"J.Sanders",46,"outdoors","made","stadium"
"J.Sanders",29,"closed","made","dome"
"J.Sanders",50,"dome","made","dome"
"J.Sanders",48,"dome","made","dome"
"J.Sanders",34,"outdoors","missed","stadium"
"J.Sanders",51,"outdoors","made","stadium"
"J.Sanders",49,"outdoors","made","stadium"
"J.Sanders",23,"outdoors","made","stadium"
"J.Sanders",24,"outdoors","made","stadium"
"J.Sanders",23,"outdoors","made","stadium"
"J.Sanders",24,"outdoors","made","stadium"
"J.Sanders",27,"outdoors","made","stadium"
"J.Sanders",32,"outdoors","made","stadium"
"J.Sanders",29,"outdoors","made","stadium"
"J.Sanders",36,"outdoors","missed","stadium"
"J.Scobee",26,"open","made","stadium"
"J.Scobee",35,"outdoors","made","stadium"
"J.Scobee",51,"outdoors","made","stadium"
"J.Scobee",22,"outdoors","made","stadium"
"J.Scobee",38,"outdoors","made","stadium"
"J.Scobee",48,"dome","made","dome"
"J.Scobee",24,"outdoors","made","stadium"
"J.Scobee",31,"outdoors","made","stadium"
"J.Scobee",26,"outdoors","made","stadium"
"J.Scobee",54,"outdoors","made","stadium"
"J.Scobee",41,"dome","made","dome"
"J.Scobee",39,"outdoors","made","stadium"
"J.Scobee",38,"outdoors","made","stadium"
"J.Scobee",32,"outdoors","made","stadium"
"J.Scobee",35,"outdoors","made","stadium"
"J.Scobee",37,"closed","made","dome"
"J.Scobee",34,"outdoors","made","stadium"
"J.Scobee",25,"outdoors","made","stadium"
"J.Scobee",22,"outdoors","made","stadium"
"J.Scobee",25,"outdoors","made","stadium"
"J.Scobee",42,"outdoors","missed","stadium"
"J.Scobee",43,"outdoors","made","stadium"
"J.Scobee",44,"outdoors","made","stadium"
"J.Scobee",49,"outdoors","made","stadium"
"J.Scobee",25,"outdoors","made","stadium"
"J.Scobee",49,"outdoors","missed","stadium"
"J.Scobee",45,"outdoors","made","stadium"
"J.Scobee",44,"closed","made","dome"
"J.Tucker",38,"outdoors","made","stadium"
"J.Tucker",50,"outdoors","made","stadium"
"J.Tucker",22,"outdoors","made","stadium"
"J.Tucker",50,"outdoors","made","stadium"
"J.Tucker",53,"outdoors","made","stadium"
"J.Tucker",46,"outdoors","made","stadium"
"J.Tucker",61,"outdoors","missed","stadium"
"J.Tucker",38,"outdoors","made","stadium"
"J.Tucker",24,"outdoors","made","stadium"
"J.Tucker",38,"outdoors","made","stadium"
"J.Tucker",32,"closed","made","dome"
"J.Tucker",45,"outdoors","made","stadium"
"J.Tucker",43,"outdoors","made","stadium"
"J.Tucker",20,"outdoors","made","stadium"
"J.Tucker",57,"outdoors","missed","stadium"
"J.Tucker",34,"outdoors","made","stadium"
"J.Tucker",28,"outdoors","made","stadium"
"J.Tucker",49,"outdoors","made","stadium"
"J.Tucker",49,"outdoors","made","stadium"
"J.Tucker",22,"outdoors","made","stadium"
"J.Tucker",28,"outdoors","made","stadium"
"J.Tucker",32,"outdoors","made","stadium"
"J.Tucker",22,"outdoors","made","stadium"
"J.Tucker",57,"dome","made","dome"
"J.Tucker",43,"outdoors","made","stadium"
"J.Tucker",28,"outdoors","made","stadium"
"J.Tucker",55,"outdoors","made","stadium"
"J.Tucker",24,"outdoors","made","stadium"
"J.Tucker",51,"outdoors","missed","stadium"
"J.Tucker",50,"outdoors","made","stadium"
"J.Tucker",26,"outdoors","made","stadium"
"J.Tucker",45,"outdoors","made","stadium"
"J.Tucker",32,"dome","made","dome"
"J.Tucker",49,"dome","missed","dome"
"J.Tucker",47,"outdoors","made","stadium"
"J.Tucker",36,"outdoors","made","stadium"
"J.Tucker",47,"outdoors","made","stadium"
"J.Tucker",49,"outdoors","made","stadium"
"J.Tucker",53,"outdoors","missed","stadium"
"J.Tucker",28,"outdoors","made","stadium"
"J.Tucker",48,"outdoors","made","stadium"
"J.Tucker",48,"outdoors","made","stadium"
"J.Tucker",43,"outdoors","missed","stadium"
"J.Tucker",42,"outdoors","made","stadium"
"J.Tucker",32,"outdoors","made","stadium"
"J.Tucker",65,"outdoors","missed","stadium"
"J.Tucker",21,"outdoors","made","stadium"
"J.Tucker",53,"outdoors","made","stadium"
"J.Tucker",50,"outdoors","made","stadium"
"J.Tucker",54,"outdoors","missed","stadium"
"J.Tucker",50,"outdoors","missed","stadium"
"J.Tucker",25,"outdoors","made","stadium"
"J.Tucker",33,"outdoors","made","stadium"
"J.Tucker",47,"outdoors","missed","stadium"
"J.Tucker",49,"outdoors","made","stadium"
"J.Tucker",45,"outdoors","made","stadium"
"J.Tucker",24,"outdoors","made","stadium"
"J.Tucker",24,"outdoors","made","stadium"
"J.Tucker",51,"outdoors","made","stadium"
"J.Tucker",57,"outdoors","missed","stadium"
"J.Tucker",20,"outdoors","made","stadium"
"J.Tucker",37,"outdoors","made","stadium"
"J.Tucker",21,"outdoors","made","stadium"
"J.Tucker",62,"outdoors","missed","stadium"
"J.Tucker",39,"outdoors","made","stadium"
"J.Tucker",23,"outdoors","made","stadium"
"J.Tucker",46,"outdoors","made","stadium"
"J.Tucker",51,"outdoors","missed","stadium"
"J.Tucker",47,"closed","made","dome"
"J.Tucker",45,"outdoors","missed","stadium"
"J.Tucker",28,"outdoors","made","stadium"
"K.Fairbairn",35,"closed","made","dome"
"K.Fairbairn",47,"open","made","stadium"
"K.Fairbairn",21,"closed","made","dome"
"K.Fairbairn",31,"open","made","stadium"
"K.Fairbairn",48,"closed","missed","dome"
"K.Fairbairn",33,"closed","made","dome"
"K.Fairbairn",52,"closed","missed","dome"
"K.Fairbairn",43,"closed","made","dome"
"K.Fairbairn",34,"closed","made","dome"
"K.Fairbairn",29,"closed","made","dome"
"K.Fairbairn",45,NA,"missed","dome"
"K.Fairbairn",42,"dome","made","dome"
"K.Fairbairn",19,"closed","made","dome"
"K.Fairbairn",39,"closed","missed","dome"
"K.Fairbairn",56,"outdoors","missed","stadium"
"K.Fairbairn",39,"closed","made","dome"
"K.Fairbairn",29,"closed","made","dome"
"K.Fairbairn",34,"outdoors","made","stadium"
"K.Fairbairn",21,NA,"made","dome"
"K.Fairbairn",46,"outdoors","missed","stadium"
"K.Fairbairn",25,"outdoors","made","stadium"
"K.Fairbairn",20,"closed","made","dome"
"K.Fairbairn",28,"closed","made","dome"
"K.Fairbairn",26,"dome","made","dome"
"K.Fairbairn",40,"closed","made","dome"
"K.Fairbairn",43,"outdoors","made","stadium"
"K.Fairbairn",47,"closed","made","dome"
"K.Fairbairn",40,"closed","made","dome"
"K.Forbath",30,"outdoors","made","stadium"
"K.Forbath",22,"outdoors","made","stadium"
"K.Forbath",33,"outdoors","missed","stadium"
"K.Forbath",45,"outdoors","made","stadium"
"K.Forbath",22,"dome","made","dome"
"K.Forbath",47,"outdoors","missed","stadium"
"K.Forbath",33,"dome","made","dome"
"K.Forbath",43,"closed","made","dome"
"K.Forbath",33,"outdoors","made","stadium"
"K.Forbath",25,"closed","made","dome"
"K.Forbath",55,"dome","missed","dome"
"K.Forbath",41,"dome","made","dome"
"K.Forbath",32,"dome","made","dome"
"K.Forbath",27,"outdoors","made","stadium"
"K.Forbath",36,"dome","made","dome"
"K.Forbath",25,"outdoors","made","stadium"
"K.Forbath",46,"dome","missed","dome"
"K.Forbath",36,"dome","made","dome"
"K.Forbath",53,"outdoors","made","stadium"
"K.Forbath",26,"outdoors","made","stadium"
"K.Forbath",52,"dome","made","dome"
"K.Forbath",45,"dome","made","dome"
"K.Forbath",40,"outdoors","missed","stadium"
"K.Forbath",29,"closed","made","dome"
"K.Forbath",25,"outdoors","made","stadium"
"K.Forbath",48,"closed","made","dome"
"K.Forbath",20,"dome","made","dome"
"K.Forbath",31,"outdoors","made","stadium"
"K.Forbath",38,"outdoors","made","stadium"
"K.Forbath",25,"closed","made","dome"
"M.Bryant",42,"dome","made","dome"
"M.Bryant",44,"outdoors","made","stadium"
"M.Bryant",37,"dome","made","dome"
"M.Bryant",43,"outdoors","made","stadium"
"M.Bryant",42,"outdoors","made","stadium"
"M.Bryant",35,"closed","made","dome"
"M.Bryant",37,"outdoors","made","stadium"
"M.Bryant",40,"dome","made","dome"
"M.Bryant",55,"dome","made","dome"
"M.Bryant",56,"closed","made","dome"
"M.Bryant",30,"dome","made","dome"
"M.Bryant",45,"open","made","stadium"
"M.Bryant",41,"dome","made","dome"
"M.Bryant",26,"outdoors","made","stadium"
"M.Bryant",53,"outdoors","missed","stadium"
"M.Bryant",46,"outdoors","missed","stadium"
"M.Bryant",59,"closed","missed","dome"
"M.Bryant",53,"dome","made","dome"
"M.Bryant",51,"dome","made","dome"
"M.Bryant",24,"dome","made","dome"
"M.Bryant",20,"outdoors","made","stadium"
"M.Bryant",21,"dome","made","dome"
"M.Bryant",28,"dome","made","dome"
"M.Bryant",47,"dome","made","dome"
"M.Bryant",21,"outdoors","made","stadium"
"M.Bryant",52,"dome","missed","dome"
"M.Bryant",33,"outdoors","missed","stadium"
"M.Bryant",19,"outdoors","made","stadium"
"M.Bryant",28,"outdoors","made","stadium"
"M.Bryant",57,"outdoors","made","stadium"
"M.Bryant",43,"dome","missed","dome"
"M.Bryant",37,"dome","missed","dome"
"M.Bryant",39,"dome","made","dome"
"M.Bryant",53,"outdoors","missed","stadium"
"M.Bryant",44,"dome","made","dome"
"M.Bryant",22,"dome","made","dome"
"M.Bryant",28,"dome","made","dome"
"M.Bryant",37,"dome","made","dome"
"M.Bryant",48,"dome","made","dome"
"M.Bryant",30,"closed","made","dome"
"M.Bryant",20,"outdoors","made","stadium"
"M.Bryant",45,"dome","made","dome"
"M.Bryant",40,"dome","made","dome"
"M.Bryant",38,"dome","made","dome"
"M.Bryant",28,"dome","made","dome"
"M.Bryant",37,"outdoors","missed","stadium"
"M.Bryant",43,"outdoors","made","stadium"
"M.Bryant",35,"outdoors","made","stadium"
"M.Bryant",57,"open","made","stadium"
"M.Bryant",36,"closed","made","dome"
"M.Bryant",30,"closed","made","dome"
"M.Bryant",53,"open","made","stadium"
"M.Bryant",43,"dome","made","dome"
"M.Bryant",41,"open","made","stadium"
"M.Bryant",36,"dome","made","dome"
"M.Bryant",53,"outdoors","made","stadium"
"M.Bryant",20,"dome","made","dome"
"M.Crosby",57,"dome","made","dome"
"M.Crosby",47,"dome","made","dome"
"M.Crosby",35,"outdoors","made","stadium"
"M.Crosby",49,"dome","made","dome"
"M.Crosby",26,"dome","made","dome"
"M.Crosby",22,"dome","made","dome"
"M.Crosby",29,"outdoors","missed","stadium"
"M.Crosby",43,"outdoors","made","stadium"
"M.Crosby",31,"outdoors","made","stadium"
"M.Crosby",37,"outdoors","made","stadium"
"M.Crosby",44,"outdoors","made","stadium"
"M.Crosby",43,"outdoors","made","stadium"
"M.Crosby",38,"outdoors","made","stadium"
"M.Crosby",41,"outdoors","made","stadium"
"M.Crosby",23,"outdoors","made","stadium"
"M.Crosby",59,"outdoors","missed","stadium"
"M.Crosby",49,"dome","made","dome"
"M.Crosby",50,"dome","missed","dome"
"M.Crosby",34,"outdoors","made","stadium"
"M.Crosby",20,"outdoors","made","stadium"
"M.Crosby",42,"outdoors","made","stadium"
"M.Crosby",22,"outdoors","made","stadium"
"M.Crosby",52,"outdoors","missed","stadium"
"M.Crosby",31,"outdoors","made","stadium"
"M.Crosby",48,"outdoors","made","stadium"
"M.Crosby",33,"dome","made","dome"
"M.Crosby",54,"dome","made","dome"
"M.Crosby",37,"outdoors","made","stadium"
"M.Crosby",29,"outdoors","made","stadium"
"M.Crosby",20,"dome","made","dome"
"M.Crosby",32,"outdoors","made","stadium"
"M.Crosby",48,"outdoors","missed","stadium"
"M.Crosby",24,"outdoors","made","stadium"
"M.Crosby",54,"outdoors","missed","stadium"
"M.Crosby",26,"outdoors","made","stadium"
"M.Crosby",23,"outdoors","made","stadium"
"M.Crosby",56,"outdoors","made","stadium"
"M.Crosby",29,"outdoors","missed","stadium"
"M.Crosby",33,"outdoors","made","stadium"
"M.Crosby",45,"outdoors","made","stadium"
"M.Crosby",34,"outdoors","missed","stadium"
"M.Crosby",48,"outdoors","made","stadium"
"M.Crosby",28,"outdoors","made","stadium"
"M.Crosby",40,"outdoors","missed","stadium"
"M.Crosby",53,"outdoors","made","stadium"
"M.Crosby",32,"outdoors","made","stadium"
"M.Crosby",38,"outdoors","made","stadium"
"M.Crosby",48,"outdoors","missed","stadium"
"M.Crosby",45,"outdoors","made","stadium"
"M.Crosby",51,"dome","made","dome"
"M.Crosby",19,"outdoors","made","stadium"
"M.Crosby",57,"outdoors","missed","stadium"
"M.Crosby",52,"outdoors","made","stadium"
"M.Crosby",19,"outdoors","made","stadium"
"M.Crosby",39,"outdoors","made","stadium"
"M.Crosby",21,"outdoors","made","stadium"
"M.Crosby",38,"outdoors","missed","stadium"
"M.Crosby",24,"outdoors","made","stadium"
"M.Crosby",51,"outdoors","made","stadium"
"M.Crosby",31,"outdoors","missed","stadium"
"M.Crosby",23,"dome","made","dome"
"M.Crosby",44,"outdoors","made","stadium"
"M.Crosby",48,"outdoors","missed","stadium"
"M.Crosby",18,"outdoors","made","stadium"
"M.Crosby",54,"dome","made","dome"
"M.Crosby",40,"outdoors","missed","stadium"
"M.Crosby",25,"outdoors","made","stadium"
"M.Crosby",32,"outdoors","missed","stadium"
"M.Crosby",58,"dome","missed","dome"
